Time,Type,70W,60W,50W,40W,30W,20W,10W,0W
1253,3,956,2190,2160,2362,2272,2265,1984,337,
1254,0,1,3,3,4,3,5,3,0,
1254,1,2,6,5,8,7,10,7,0,
1254,2,63,119,120,99,95,102,93,13,
1254,3,767,2379,2012,2093,2246,1902,1906,410,
1255,0,0,0,0,0,0,0,0,0,
1255,1,0,0,0,0,0,0,0,0,
1255,2,0,0,0,0,0,0,0,0,
1255,3,734,2379,1902,2156,2152,1645,1492,399,
1256,0,0,0,0,0,0,0,0,0,
1256,1,0,0,0,0,0,0,0,0,
1256,2,0,0,0,0,0,0,0,0,
1256,3,1034,2024,2082,1877,1755,1410,1298,451,
1257,0,0,0,0,0,0,0,0,0,
1257,1,0,0,0,0,0,0,0,0,
1257,2,0,0,0,0,0,0,0,0,
1257,3,1101,2333,1850,1604,1427,1238,1239,413,
1258,0,0,0,0,0,0,0,0,0,
1258,1,0,0,0,0,0,0,0,0,
1258,2,0,0,0,0,0,0,0,0,
1258,3,1034,2436,2169,1457,1212,867,1027,401,
1259,0,0,0,0,0,0,0,0,0,
1259,1,0,0,0,0,0,0,0,0,
1259,2,0,0,0,0,0,0,0,0,
1259,3,923,2157,2281,1941,1462,934,834,422,
1260,0,0,0,0,0,0,0,0,0,
1260,1,0,0,0,0,0,0,0,0,
1260,2,0,0,0,0,0,0,0,0,
1260,3,967,1968,1935,1657,2009,1275,1283,476,
1261,0,1,3,3,2,1,2,2,0,
1261,1,4,8,9,6,7,5,8,0,
1261,2,19,48,50,44,42,52,49,18,
1261,3,800,1746,1923,1637,1502,1792,1791,473,
1262,0,1,3,3,1,1,0,2,0,
1262,1,10,27,28,23,24,26,29,1,
1262,2,60,159,174,134,122,166,187,12,
1262,3,567,1979,1890,1582,1946,1706,2041,188,
1263,0,0,1,0,1,1,0,2,0,
1263,1,8,18,20,18,24,22,29,1,
1263,2,60,144,141,152,180,218,213,2,
1263,3,445,2101,1579,1845,1870,1837,1966,364,
1264,0,1,2,3,2,2,2,2,0,
1264,1,4,7,9,8,8,11,11,0,
1264,2,55,120,133,118,135,184,198,8,
1264,3,567,1668,1823,1603,2054,1708,2000,244,
1265,0,0,1,1,0,1,1,1,0,
1265,1,0,5,5,1,4,5,5,0,
1265,2,21,75,85,87,78,82,98,8,
1265,3,445,1645,1579,1793,1739,1599,1772,343,
1266,0,1,1,1,2,2,2,2,0,
1266,1,3,4,5,7,6,7,7,0,
1266,2,12,19,25,24,22,28,31,0,
1266,3,445,1523,1523,1711,1740,1588,1589,259,
1267,0,0,2,1,2,2,1,3,0,
1267,1,0,6,3,6,6,3,9,0,
1267,2,7,28,25,32,32,19,30,3,
1267,3,334,1656,1434,1592,1642,1349,1521,408,
1268,0,0,2,1,2,1,2,2,0,
1268,1,0,4,2,4,2,4,4,0,
1268,2,6,25,19,24,24,21,19,2,
1268,3,445,1334,1534,1704,1319,1242,1405,400,
1269,0,0,1,2,1,1,1,2,0,
1269,1,0,3,6,3,3,3,6,2,
1269,2,3,13,14,11,13,11,11,7,
1269,3,445,1423,1534,1565,1247,996,889,235,
1270,0,0,1,1,1,1,2,1,0,
1270,1,0,1,1,1,1,2,1,0,
1270,2,0,1,1,1,1,2,1,0,
1270,3,334,1445,1390,1698,841,1003,843,157,
1271,0,0,1,1,1,1,1,2,0,
1271,1,0,1,1,1,1,1,1,1,
1271,2,0,2,2,2,2,2,2,2,
1271,3,234,1545,1390,1748,886,839,771,290,
1272,0,0,1,1,1,0,1,2,0,
1272,1,0,1,1,1,0,1,2,0,
1272,2,0,4,1,4,3,4,5,2,
1272,3,334,1378,1501,1731,1233,593,893,370,
1273,0,0,1,1,1,0,1,2,0,
1273,1,0,4,3,4,2,5,5,1,
1273,2,0,6,4,5,4,7,8,2,
1273,3,245,1267,1467,1646,1784,1029,872,219,
1274,0,0,1,1,0,1,1,2,0,
1274,1,0,4,4,1,4,5,4,3,
1274,2,10,28,42,43,40,45,48,5,
1274,3,156,1478,1490,1657,2479,1776,1135,349,
1275,0,0,1,0,1,1,1,2,0,
1275,1,0,3,1,2,3,3,5,1,
1275,2,23,42,74,100,166,223,119,9,
1275,3,234,1356,1471,1844,3306,2255,1264,305,
1276,0,0,1,0,1,1,1,2,0,
1276,1,3,5,9,11,7,8,9,2,
1276,2,23,68,82,145,342,225,81,5,
1276,3,234,1445,1514,2084,3331,2596,1288,388,
1277,0,0,1,0,1,1,1,2,0,
1277,1,2,6,7,9,13,10,10,3,
1277,2,35,65,86,116,145,154,114,9,
1277,3,334,1367,1676,2143,3654,2316,1369,266,
1278,0,0,1,1,1,0,2,1,0,
1278,1,1,5,5,5,7,8,9,0,
1278,2,47,90,122,152,248,440,178,9,
1278,3,445,1334,1558,2031,3194,2234,1544,367,
1279,0,0,1,0,1,1,1,2,0,
1279,1,0,2,1,1,2,2,4,0,
1279,2,0,11,4,8,11,13,13,7,
1279,3,445,1401,1634,1762,2104,1482,1091,288,
1280,0,0,1,1,0,1,2,1,0,
1280,1,0,1,1,0,1,2,1,0,
1280,2,0,4,1,3,4,5,7,0,
1280,3,445,1523,1768,1750,1408,1044,1058,156,
1281,0,0,1,1,0,1,1,2,0,
1281,1,0,1,1,0,1,1,2,0,
1281,2,0,1,1,0,1,1,2,0,
1281,3,445,1668,1737,1521,1126,989,803,245,
1282,0,0,1,1,1,1,1,2,0,
1282,1,0,1,1,1,1,1,2,0,
1282,2,0,1,1,1,1,1,2,0,
1282,3,445,1590,1825,1385,958,947,1017,39,
1283,0,0,1,1,1,1,2,2,0,
1283,1,0,1,1,1,1,2,2,0,
1283,2,0,2,2,2,2,4,4,0,
1283,3,445,1668,1882,1084,968,963,1180,157,
1284,0,0,1,1,1,2,2,2,0,
1284,1,0,1,1,1,2,2,2,0,
1284,2,0,5,5,5,7,9,10,1,
1284,3,445,1790,1806,1172,759,991,1374,221,
1285,0,0,1,1,1,1,2,2,0,
1285,1,0,3,3,3,4,5,6,0,
1285,2,3,17,14,8,10,11,15,4,
1285,3,445,1790,1857,967,838,1088,1544,298,
1286,0,0,1,1,1,2,1,2,0,
1286,1,0,1,1,1,2,1,2,0,
1286,2,0,1,1,1,2,1,2,0,
1286,3,445,1935,1356,877,946,1194,1539,89,
1287,0,0,1,1,2,1,2,3,0,
1287,1,0,3,3,4,22,27,58,0,
1287,2,3,45,43,40,217,925,503,2,
1287,3,445,2080,1177,783,1019,1766,2289,108,
1288,0,0,1,1,2,2,2,2,0,
1288,1,0,1,1,2,2,2,2,0,
1288,2,0,25,25,27,124,657,271,0,
1288,3,445,2036,1255,966,865,1987,1891,162,
1289,0,0,1,1,2,1,2,2,0,
1289,1,0,8,8,14,10,73,161,0,
1289,2,0,42,39,53,117,482,558,4,
1289,3,355,2031,1280,871,985,1608,2541,166,
1290,0,0,1,1,2,1,2,3,0,
1290,1,0,5,5,9,6,123,59,0,
1290,2,0,17,16,25,29,248,210,0,
1290,3,364,1788,1729,857,960,2006,2447,216,
1291,0,0,1,1,2,1,2,2,0,
1291,1,0,3,3,4,5,74,34,0,
1291,2,0,13,13,15,97,267,129,0,
1291,3,352,1786,1637,744,954,1661,2525,157,
1292,0,0,1,1,1,2,1,3,0,
1292,1,0,5,5,5,10,12,124,0,
1292,2,0,16,16,16,27,31,203,0,
1292,3,349,1873,1481,744,802,782,1487,122,
1293,0,0,1,1,1,1,1,2,0,
1293,1,0,1,1,1,1,1,2,0,
1293,2,0,1,1,1,1,1,2,0,
1293,3,351,1684,1580,656,589,500,711,167,
1294,0,0,1,1,1,1,1,2,0,
1294,1,0,1,1,1,1,1,2,0,
1294,2,0,4,4,4,4,4,8,1,
1294,3,334,1657,1612,622,622,500,768,201,
1295,0,0,1,1,1,1,1,2,0,
1295,1,0,1,1,1,1,1,2,0,
1295,2,0,1,1,1,1,1,2,0,
1295,3,334,1679,1434,622,500,500,800,200,
1296,0,0,1,1,1,1,1,2,0,
1296,1,0,1,1,1,1,1,2,0,
1296,2,0,4,4,4,4,4,8,0,
1296,3,445,1635,1367,533,589,500,711,289,
1297,0,0,1,1,1,1,1,2,0,
1297,1,0,1,1,1,1,1,1,1,
1297,2,0,1,1,1,1,1,1,1,
1297,3,445,1635,1367,533,500,589,500,333,
1298,0,0,1,1,1,1,1,2,0,
1298,1,0,1,1,1,1,1,2,0,
1298,2,0,1,1,1,1,1,2,0,
1298,3,445,1824,978,622,589,500,600,400,
1299,0,0,1,1,1,1,1,2,0,
1299,1,0,1,1,1,1,1,2,0,
1299,2,0,1,1,1,1,1,2,0,
1299,3,401,1891,1077,411,589,500,878,122,
1300,0,0,0,0,0,0,0,0,0,
1300,1,0,0,0,0,0,0,0,0,
1300,2,0,3,3,3,3,4,5,2,
1300,3,407,2106,948,535,591,503,803,303,
1301,0,0,1,1,1,1,1,2,0,
1301,1,0,1,1,1,1,1,2,0,
1301,2,0,2,2,2,2,2,4,0,
1301,3,512,1994,859,624,503,590,801,200,
1302,0,0,1,1,1,1,1,2,0,
1302,1,0,1,1,1,1,1,2,0,
1302,2,0,1,1,1,1,1,2,0,
1302,3,580,2039,881,624,502,595,695,313,
1303,0,0,1,1,1,1,1,2,0,
1303,1,0,1,1,1,1,1,2,0,
1303,2,0,5,5,5,5,5,10,0,
1303,3,662,2097,1051,627,425,460,571,90,
1304,0,0,1,1,1,1,1,2,0,
1304,1,6,35,17,7,7,9,6,0,
1304,2,15,83,44,28,21,18,16,2,
1304,3,657,2398,1051,591,625,564,587,4,
1305,0,0,1,0,1,1,2,1,0,
1305,1,0,1,0,1,1,2,1,0,
1305,2,0,4,0,4,4,5,6,1,
1305,3,657,2511,1140,692,522,608,506,325,
1306,0,0,1,1,0,2,1,2,0,
1306,1,0,2,2,0,4,2,2,2,
1306,2,0,9,2,7,12,15,16,2,
1306,3,590,2049,1771,965,561,713,702,94,
1307,0,0,1,1,1,1,1,2,0,
1307,1,0,1,1,1,1,1,2,0,
1307,2,22,40,37,21,18,25,26,8,
1307,3,590,1579,2181,1511,899,718,739,245,
1308,0,0,1,1,1,1,1,2,0,
1308,1,1,5,4,2,2,3,3,1,
1308,2,16,40,35,26,26,33,38,5,
1308,3,590,1579,2181,1831,1210,749,920,260,
1309,0,0,1,1,1,1,1,2,0,
1309,1,0,2,2,2,2,2,4,0,
1309,2,21,80,79,27,40,41,48,9,
1309,3,445,1757,1913,2184,1582,1213,817,495,
1310,0,0,1,0,1,2,1,2,0,
1310,1,5,12,10,6,11,9,10,2,
1310,2,51,126,108,77,93,100,98,15,
1310,3,512,1846,1990,1983,1977,1366,1114,495,
1311,0,0,1,0,1,1,2,1,0,
1311,1,18,45,41,37,41,36,31,2,
1311,2,91,241,233,181,198,187,155,22,
1311,3,512,1957,2061,1844,1861,1605,1301,616,
1312,0,0,1,0,1,1,2,1,0,
1312,1,12,26,24,24,22,25,17,1,
1312,2,85,190,169,111,115,123,113,17,
1312,3,590,1968,1876,1897,2010,1678,1460,354,
1313,0,0,1,0,1,1,1,2,0,
1313,1,20,42,36,32,30,32,29,4,
1313,2,97,278,239,146,151,153,132,33,
1313,3,590,2124,1943,1776,1846,1663,1348,572,
1314,0,0,1,0,1,1,1,2,0,
1314,1,17,42,33,32,29,31,32,3,
1314,2,119,279,202,157,161,159,145,44,
1314,3,590,2191,1764,1773,1753,1543,1267,690,
1315,0,0,1,0,1,1,1,2,0,
1315,1,7,19,9,8,8,8,15,0,
1315,2,82,163,128,57,59,70,76,31,
1315,3,679,2024,1784,1660,1733,1623,1266,472,
1316,0,0,1,1,0,2,1,1,0,
1316,1,6,21,15,9,12,15,10,0,
1316,2,45,129,85,46,43,52,50,17,
1316,3,512,2102,1657,1613,1833,1527,1294,601,
1317,0,0,1,1,1,1,1,2,0,
1317,1,0,1,1,1,1,1,1,1,
1317,2,0,14,7,10,14,18,13,7,
1317,3,657,1846,1719,1602,1609,1524,1213,493,
1318,0,0,1,1,1,1,1,2,0,
1318,1,0,1,1,1,1,1,1,1,
1318,2,0,7,5,3,7,11,8,2,
1318,3,657,1924,1420,1547,1412,1604,1177,363,
1319,0,0,1,0,1,1,1,2,0,
1319,1,0,2,0,2,2,2,2,2,
1319,2,7,22,3,11,9,4,15,7,
1319,3,746,1768,1583,1511,1228,1389,1372,448,
1320,0,0,1,0,1,1,1,1,0,
1320,1,0,2,0,2,2,2,2,0,
1320,2,18,46,18,19,11,16,19,14,
1320,3,679,1935,1469,1518,1389,1143,1134,650,
1321,0,0,1,0,1,1,1,1,0,
1321,1,0,2,0,2,2,2,2,0,
1321,2,30,55,43,15,22,20,16,16,
1321,3,712,1813,1683,1429,1246,1264,1099,487,
1322,0,2,3,3,0,1,0,2,0,
1322,1,2,3,3,0,1,0,1,1,
1322,2,18,37,27,9,15,8,16,16,
1322,3,712,1813,1537,1487,1393,1167,1014,492,
1323,0,0,1,1,0,1,1,2,0,
1323,1,0,1,1,0,1,1,1,1,
1323,2,0,4,1,3,4,1,4,4,
1323,3,590,2057,1370,1325,1542,1239,975,621,
1324,0,0,1,0,1,1,0,2,0,
1324,1,0,1,0,1,1,0,1,1,
1324,2,0,5,2,7,1,6,7,5,
1324,3,868,1701,1361,1536,1207,1290,1170,348,
1325,0,0,1,0,1,0,1,1,0,
1325,1,0,1,0,1,0,1,1,0,
1325,2,0,1,0,1,0,1,1,0,
1325,3,868,1913,1489,1139,1155,1307,1035,523,
1326,0,0,1,0,1,1,0,2,0,
1326,1,0,1,0,1,1,0,1,1,
1326,2,0,1,0,1,1,0,1,1,
1326,3,1058,2076,1328,1179,1168,1317,1166,421,
1327,0,0,1,0,1,0,1,1,0,
1327,1,0,1,0,1,0,1,1,0,
1327,2,0,1,0,1,0,1,1,0,
1327,3,1381,2020,1373,1245,1244,1047,1233,598,
1328,0,0,1,0,1,0,1,1,0,
1328,1,0,1,0,1,0,1,0,1,
1328,2,17,8,3,2,2,3,2,3,
1328,3,1689,2174,1495,1165,1216,895,1226,579,
1329,0,0,0,1,0,1,1,1,0,
1329,1,6,2,2,1,3,2,1,2,
1329,2,49,34,8,9,8,13,6,10,
1329,3,1626,2226,1487,1185,1206,979,1270,418,
1330,0,0,0,0,0,0,0,0,0,
1330,1,0,0,0,0,0,0,0,0,
1330,2,50,40,9,25,15,20,18,22,
1330,3,1414,2149,1551,1290,1202,1029,1166,527,
1331,0,0,0,1,0,1,1,1,0,
1331,1,0,0,1,0,1,1,0,1,
1331,2,12,27,11,13,15,14,11,17,
1331,3,1469,1859,1538,1461,1129,1121,1039,563,
1332,0,0,0,1,0,1,1,1,0,
1332,1,0,0,1,0,1,1,0,1,
1332,2,10,38,21,8,24,15,16,22,
1332,3,1113,2168,1523,1285,1178,1170,880,647,
1333,0,0,0,0,0,0,0,0,0,
1333,1,0,0,0,0,0,0,0,0,
1333,2,3,26,19,15,18,20,20,12,
1333,3,1168,1857,1643,1260,1280,985,1166,364,
1334,0,0,1,0,1,0,0,2,0,
1334,1,0,1,0,1,0,0,1,1,
1334,2,9,26,18,18,16,15,21,12,
1334,3,1090,1823,1657,1182,1195,1051,1044,427,
1335,0,0,0,1,0,1,0,2,0,
1335,1,0,1,1,1,1,1,1,2,
1335,2,2,19,16,11,12,16,11,9,
1335,3,1023,1901,1657,1111,1216,1126,971,481,
1336,0,0,1,0,1,0,1,1,0,
1336,1,0,1,0,1,0,1,0,1,
1336,2,20,84,51,30,29,35,27,39,
1336,3,1134,2046,1361,1381,1140,1165,780,767,
1337,0,2,3,3,0,1,1,1,0,
1337,1,16,30,22,14,15,10,12,3,
1337,2,107,224,159,113,109,83,92,67,
1337,3,1245,2035,1610,1341,1129,1191,1051,395,
1338,0,2,3,2,2,2,1,2,0,
1338,1,2,3,2,2,2,1,1,1,
1338,2,8,20,15,14,13,10,11,11,
1338,3,1245,2235,1784,1445,1132,1125,1078,567,
1339,0,0,1,1,0,1,0,2,0,
1339,1,5,6,7,3,4,3,2,4,
1339,2,24,40,35,27,23,23,17,14,
1339,3,1367,2535,1752,1657,1526,1126,954,638,
1340,0,0,1,0,1,0,1,1,0,
1340,1,2,5,3,3,2,2,2,3,
1340,2,30,41,33,30,30,27,23,8,
1340,3,1578,2835,2045,1904,1731,1339,1328,361,
1341,0,0,1,0,1,0,1,1,0,
1341,1,0,3,1,1,1,2,0,2,
1341,2,0,3,1,1,1,2,0,2,
1341,3,1878,2974,2195,2072,1889,1730,1240,568,
1342,0,0,1,0,1,0,1,1,0,
1342,1,0,1,0,1,0,1,1,0,
1342,2,0,2,1,1,1,1,2,0,
1342,3,1878,3032,2471,2061,2010,1644,1511,363,
1343,0,0,1,1,0,1,0,2,0,
1343,1,0,2,2,1,1,1,1,2,
1343,2,0,2,2,1,1,1,1,2,
1343,3,1722,3310,2325,2244,2034,1595,1534,460,
1344,0,0,1,1,0,1,0,2,0,
1344,1,0,1,1,0,1,0,1,1,
1344,2,0,1,1,0,1,0,1,1,
1344,3,1578,2819,2485,2175,1944,1594,1589,465,
1345,0,2,3,3,3,3,2,3,0,
1345,1,8,14,14,13,13,8,12,0,
1345,2,36,57,56,46,40,36,36,3,
1345,3,1478,2804,2342,2136,1833,1673,1480,570,
1346,0,0,1,0,1,0,1,1,0,
1346,1,8,15,13,12,11,11,10,1,
1346,2,99,202,136,112,108,87,97,27,
1346,3,1478,2737,2068,2135,1804,1638,1493,659,
1347,0,2,3,3,2,2,3,2,0,
1347,1,22,43,43,36,32,31,29,0,
1347,2,110,234,161,120,105,101,92,29,
1347,3,1134,3056,2110,2043,1736,1554,1429,521,
1348,0,2,3,3,3,3,2,3,0,
1348,1,33,69,61,57,50,42,44,0,
1348,2,257,523,357,315,291,288,259,35,
1348,3,1356,2859,2123,1966,1658,1506,1314,524,
1349,0,2,3,3,3,3,3,3,0,
1349,1,44,82,75,59,63,56,55,0,
1349,2,372,674,377,358,319,316,309,54,
1349,3,1456,2879,2126,1783,1750,1455,1227,531,
1350,0,0,1,0,1,0,1,1,0,
1350,1,44,78,71,58,53,55,53,3,
1350,2,241,458,287,262,227,236,235,47,
1350,3,1234,2935,2156,1851,1524,1311,1265,703,
1351,0,0,1,0,1,0,1,1,0,
1351,1,33,59,48,43,37,42,38,3,
1351,2,153,289,218,185,173,176,170,28,
1351,3,1323,2914,2078,1805,1487,1146,1333,521,
1352,0,2,5,2,2,2,1,2,0,
1352,1,36,58,32,30,28,30,29,2,
1352,2,85,165,101,91,93,78,80,39,
1352,3,1501,2872,1844,1723,1372,1321,1250,621,
1353,0,3,4,3,3,2,3,3,0,
1353,1,5,8,6,6,5,6,6,0,
1353,2,41,88,69,61,52,46,50,14,
1353,3,1657,2647,1771,1670,1301,1218,1381,584,
1354,0,0,1,1,0,1,1,1,0,
1354,1,9,19,16,11,11,14,11,4,
1354,2,42,76,67,54,51,57,49,11,
1354,3,1468,2457,1818,1612,1350,1341,1187,644,
1355,0,0,1,1,1,1,0,2,0,
1355,1,2,6,6,5,4,4,6,1,
1355,2,28,55,50,42,36,38,40,13,
1355,3,1134,2602,1771,1588,1428,1382,1278,505,
1356,0,0,1,1,1,1,0,2,0,
1356,1,3,8,7,8,7,5,10,2,
1356,2,30,58,51,44,42,37,48,6,
1356,3,1245,2202,1841,1502,1389,1428,1314,609,
1357,0,0,1,1,1,1,0,2,0,
1357,1,3,7,6,7,6,7,8,1,
1357,2,29,54,49,37,34,33,36,1,
1357,3,1134,2146,1958,1258,1354,1139,1161,575,
1358,0,0,1,1,1,0,1,1,0,
1358,1,1,3,4,3,2,3,2,1,
1358,2,2,5,6,5,4,5,5,1,
1358,3,1134,1979,1924,1288,1144,1223,1034,555,
1359,0,0,1,1,0,1,0,2,0,
1359,1,2,5,6,3,6,7,7,0,
1359,2,10,17,21,19,19,28,28,3,
1359,3,1034,2146,1611,1391,1152,1220,1087,356,
1360,0,0,1,1,1,1,0,2,0,
1360,1,2,5,4,5,4,8,6,1,
1360,2,15,27,27,29,37,61,57,1,
1360,3,1062,1962,1678,1087,1212,1249,887,422,
1361,0,0,1,1,1,0,1,1,0,
1361,1,1,3,3,3,2,3,4,0,
1361,2,9,36,39,31,39,74,76,0,
1361,3,782,2216,1380,1116,1155,1126,1045,188,
1362,0,0,1,1,0,1,1,1,0,
1362,1,1,2,3,2,3,3,3,1,
1362,2,1,8,9,8,9,12,12,1,
1362,3,654,2441,1494,945,1186,1194,1163,305,
1363,0,0,2,1,2,2,2,3,0,
1363,1,0,2,1,2,2,2,3,0,
1363,2,0,2,1,2,2,2,3,0,
1363,3,431,2053,1795,1138,1137,1078,1204,137,
1364,0,0,1,0,1,1,0,2,0,
1364,1,0,1,0,1,1,0,1,0,
1364,2,0,1,0,1,1,0,1,0,
1364,3,356,1746,1776,1136,770,1092,1066,51,
1365,0,0,1,1,0,1,0,2,0,
1365,1,0,6,4,2,6,2,6,2,
1365,2,3,19,19,7,9,5,11,3,
1365,3,340,1730,1730,1138,890,544,1048,61,
1366,0,0,1,2,1,1,1,2,0,
1366,1,0,1,2,1,1,1,1,1,
1366,2,0,2,3,3,2,2,2,2,
1366,3,334,1723,1613,1235,645,744,677,178,
1367,0,0,0,0,0,0,0,0,0,
1367,1,0,0,0,0,0,0,0,0,
1367,2,0,0,0,0,0,0,0,0,
1367,3,334,1601,1735,1442,568,622,555,511,
1368,0,0,0,0,0,0,0,0,0,
1368,1,0,0,0,0,0,0,0,0,
1368,2,0,0,0,0,0,0,0,0,
1368,3,234,1701,1613,1385,848,733,444,500,
1369,0,0,0,0,0,0,0,0,0,
1369,1,0,0,0,0,0,0,0,0,
1369,2,0,0,0,0,0,0,0,0,
1369,3,234,1512,1724,1254,1049,688,522,333,
1370,0,0,0,0,0,0,0,0,0,
1370,1,0,0,0,0,0,0,0,0,
1370,2,0,0,0,0,0,0,0,0,
1370,3,334,1323,1512,1554,861,544,623,222,
1371,0,0,0,0,0,0,0,0,0,
1371,1,0,0,0,0,0,0,0,0,
1371,2,0,0,0,0,0,0,0,0,
1371,3,234,1423,1601,1479,697,656,333,289,
1372,0,0,0,0,0,0,0,0,0,
1372,1,0,0,0,0,0,0,0,0,
1372,2,0,0,0,0,0,0,0,0,
1372,3,334,1323,1567,1506,1096,431,213,379,
1373,0,0,0,0,0,0,0,0,0,
1373,1,0,0,0,0,0,0,0,0,
1373,2,0,0,0,0,0,0,0,0,
1373,3,334,1323,1323,1534,1252,812,231,202,
1374,0,0,0,0,0,0,0,0,0,
1374,1,0,0,0,0,0,0,0,0,
1374,2,0,0,0,0,0,0,0,0,
1374,3,334,1323,1345,1345,1357,903,443,118,
1375,0,0,0,0,0,0,0,0,0,
1375,1,0,0,0,0,0,0,0,0,
1375,2,0,0,0,0,0,0,0,0,
1375,3,234,1345,1223,1345,1204,1242,367,198,
1376,0,0,0,0,0,0,0,0,0,
1376,1,0,0,0,0,0,0,0,0,
1376,2,0,0,0,0,0,0,0,0,
1376,3,334,1245,1134,1212,1438,1092,480,218,
1377,0,0,0,0,0,0,0,0,0,
1377,1,0,0,0,0,0,0,0,0,
1377,2,0,0,0,0,0,0,0,0,
1377,3,334,1167,1334,1023,1581,940,784,318,
1378,0,0,0,0,0,0,0,0,0,
1378,1,0,0,0,0,0,0,0,0,
1378,2,0,0,0,0,0,0,0,0,
1378,3,334,1167,1145,1134,1512,1035,948,501,
1379,0,0,0,0,0,0,0,0,0,
1379,1,0,0,0,0,0,0,0,0,
1379,2,0,22,14,16,15,12,11,19,
1379,3,334,1167,1145,1145,1334,1204,995,709,
1380,0,1,2,1,2,2,3,3,0,
1380,1,3,6,3,6,6,9,9,0,
1380,2,5,28,23,20,27,25,27,21,
1380,3,334,1289,1123,1245,1423,889,1274,518,
1381,0,0,0,0,0,0,0,0,0,
1381,1,0,0,0,0,0,0,0,0,
1381,2,0,0,0,0,0,0,0,0,
1381,3,445,1345,1312,1167,1145,1012,1252,552,
1382,0,0,0,0,0,0,0,0,0,
1382,1,0,0,0,0,0,0,0,0,
1382,2,0,0,0,0,0,0,0,0,
1382,3,445,1801,1212,1212,1087,1180,967,787,
1383,0,0,0,0,0,0,0,0,0,
1383,1,0,0,0,0,0,0,0,0,
1383,2,0,0,0,0,0,0,0,0,
1383,3,590,1746,1627,1126,1293,1199,917,702,
1384,0,0,0,0,0,0,0,0,0,
1384,1,0,0,0,0,0,0,0,0,
1384,2,0,0,0,0,0,0,0,0,
1384,3,868,1857,1548,1162,1460,1108,1176,290,
1385,0,0,0,0,0,0,0,0,0,
1385,1,0,0,0,0,0,0,0,0,
1385,2,63,84,30,21,18,22,18,8,
1385,3,1068,2024,1418,1314,1299,1215,1143,447,
1386,0,2,4,2,1,1,1,1,0,
1386,1,30,44,29,21,18,19,18,4,
1386,2,128,194,126,105,86,85,89,19,
1386,3,1179,2002,1514,1650,1243,1197,1071,538,
1387,0,3,4,2,2,1,2,2,0,
1387,1,11,16,11,10,8,9,8,1,
1387,2,101,160,108,83,79,72,76,18,
1387,3,1279,2435,1720,1691,1298,1220,1364,316,
1388,0,3,4,1,1,1,0,2,0,
1388,1,31,45,28,20,23,27,26,7,
1388,2,170,241,173,125,137,141,135,38,
1388,3,1934,2557,2039,1660,1437,1483,1323,446,
1389,0,1,2,1,1,1,1,1,0,
1389,1,6,9,3,2,3,5,3,2,
1389,2,28,35,21,17,16,14,16,7,
1389,3,2799,3091,2229,1709,1545,1165,1455,339,
1390,0,1,1,1,1,0,1,1,0,
1390,1,19,7,5,5,3,3,3,2,
1390,2,97,43,21,24,14,14,18,8,
1390,3,3410,2303,1311,1014,1103,1001,969,350,
1391,0,1,1,1,0,1,1,1,0,
1391,1,24,6,7,5,5,5,4,4,
1391,2,151,63,32,28,30,23,21,17,
1391,3,3870,1762,1185,985,1097,903,924,269,
1392,0,0,1,1,1,0,1,1,0,
1392,1,13,13,7,5,4,4,4,3,
1392,2,143,105,54,38,38,28,19,26,
1392,3,4385,1953,1336,1168,891,1090,793,357,
1393,0,1,1,1,1,1,1,1,0,
1393,1,24,18,8,8,8,7,1,8,
1393,2,108,55,35,33,28,23,16,20,
1393,3,5127,1819,1355,1225,1175,909,802,310,
1394,0,2,4,2,1,1,0,1,0,
1394,1,25,18,10,7,7,3,6,6,
1394,2,100,65,32,22,21,21,13,23,
1394,3,5717,2426,1293,1030,1003,727,806,274,
1395,0,1,2,1,1,1,0,2,0,
1395,1,11,5,3,3,3,2,1,2,
1395,2,105,40,25,23,23,15,15,14,
1395,3,6684,2428,1496,1380,1100,1062,793,288,
1396,0,5,4,1,1,1,1,1,0,
1396,1,5,4,1,1,1,1,0,1,
1396,2,38,17,14,13,9,9,6,8,
1396,3,7009,2831,1946,1349,1027,1128,873,254,
1397,0,2,1,0,1,1,0,1,0,
1397,1,18,7,7,6,3,3,4,3,
1397,2,77,19,16,16,11,11,10,8,
1397,3,7936,2973,2146,1506,1031,1121,867,281,
1398,0,2,1,1,1,1,0,1,0,
1398,1,4,3,2,1,2,1,1,1,
1398,2,16,11,8,7,7,5,4,4,
1398,3,8491,3535,1856,1432,1079,1246,917,263,
1399,0,3,2,1,1,1,0,2,0,
1399,1,7,3,3,2,1,1,2,1,
1399,2,16,8,6,5,3,2,5,1,
1399,3,9289,2989,1986,1734,1292,1008,896,217,
1400,0,0,0,0,0,0,0,0,0,
1400,1,0,0,0,0,0,0,0,0,
1400,2,0,0,0,0,0,0,0,0,
1400,3,10593,2835,1661,1231,937,852,699,161,
1401,0,0,0,0,0,0,0,0,0,
1401,1,0,0,0,0,0,0,0,0,
1401,2,0,0,0,0,0,0,0,0,
1401,3,11098,2682,1548,836,641,532,416,102,
1402,0,0,0,0,0,0,0,0,0,
1402,1,0,0,0,0,0,0,0,0,
1402,2,0,0,0,0,0,0,0,0,
1402,3,12340,3434,1448,829,604,512,408,105,
1403,0,0,0,0,0,0,0,0,0,
1403,1,0,0,0,0,0,0,0,0,
